10,0
10,0
10,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
30,0
30,0
30,0
30,0
30,0
40,0
40,0
40,0
40,0
40,0
50,0
50,0
50,0
50,0
50,0
75,0
75,0
75,0
75,0
75,0
100,0
100,0
100,0
100,0
100,0
150,0
150,0
150,0
150,0
150,0
200,0
200,0
200,0
200,0
200,0
350,0
350,0
350,0
350,0
350,1
500,2
500,2
500,2
500,2
500,2
750,4
750,4
750,4
750,4
750,4
1000,7
1000,7
1000,7
1000,7
1000,7
1000,7
1000,8
1000,7
1000,8
1000,7
5000,197
5000,200
5000,197
5000,198
5000,197
10000,787
10000,786
10000,786
10000,784
10000,786
12000,1134
12000,1147
12000,1149
12000,1139
12000,1142
15000,1769
15000,1772
15000,1771
15000,1772
15000,1771
17000,2279
17000,2286
17000,2305
17000,2279
17000,2279
20000,3157
20000,3154
20000,3153
20000,3156
20000,3157
30000,7092
30000,7102
30000,7069
30000,7083
30000,7123
40000,12590
40000,12572
40000,12558
40000,12573
40000,12689
50000,19633
50000,19665
50000,19693
50000,19639
50000,19647
75000,44191
75000,44211
75000,44186
75000,44390
75000,44259
100000,82140
100000,82204
100000,81392
100000,80160
100000,79743
150000,185899
150000,189919
150000,189625
150000,188664
150000,189472
200000,332730
200000,328701
200000,318313
200000,321801
200000,328000
300000,739512
300000,727950
300000,735851
300000,737260
300000,736151
400000,1266599
400000,1267411
400000,1254845
400000,1255773
400000,1255116
500000,1963163
500000,1968271
500000,1965277
500000,1964836
500000,1969569
700000,3860713
10,0
10,0
10,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
30,0
30,0
30,0
30,0
30,0
40,0
40,0
40,0
40,0
40,0
50,0
50,0
50,0
50,0
50,0
75,0
75,0
75,0
75,0
75,0
100,0
100,0
100,0
100,0
100,0
150,0
150,0
150,0
150,0
150,0
200,0
200,0
200,0
200,0
200,0
350,0
350,0
350,0
350,0
350,0
500,2
500,2
500,2
500,2
500,2
750,4
750,4
750,4
750,4
750,4
1000,8
1000,8
1000,7
1000,7
1000,7
1000,7
1000,8
1000,8
1000,8
1000,7
5000,197
5000,197
5000,197
5000,197
5000,196
10000,786
10000,787
10000,787
10000,788
10000,786
12000,1133
12000,1132
12000,1130
12000,1133
12000,1130
15000,1775
15000,1771
15000,1771
15000,1772
15000,1773
17000,2274
17000,2302
17000,2285
17000,2276
17000,2273
20000,3149
10,0
10,0
10,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
30,0
30,0
30,0
30,0
30,0
40,0
40,0
40,0
40,0
40,0
50,0
50,0
50,0
50,0
50,0
75,0
75,0
75,0
75,0
75,0
100,0
100,0
100,0
100,0
100,0
150,0
150,0
150,0
150,0
150,0
200,0
200,0
200,0
200,0
200,0
350,1
350,1
350,1
350,1
350,1
500,2
500,2
500,2
500,2
500,2
750,4
750,4
750,4
750,4
750,4
1000,8
1000,8
1000,8
1000,8
1000,8
1000,8
1000,8
1000,9
1000,8
1000,8
5000,212
5000,215
5000,209
5000,205
5000,209
10000,846
10000,822
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,0
1000,0
1000,0
5000,0
10000,1
12000,2
15000,2
17000,3
20000,3
30000,5
40000,8
50000,10
75000,16
100000,21
150000,33
200000,46
300000,70
400000,94
500000,119
700000,170
800000,203
1000000,248
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,0
1000,0
1000,0
5000,0
10000,1
12000,2
15000,2
17000,3
20000,3
30000,5
40000,8
50000,10
75000,16
100000,21
150000,34
200000,45
300000,70
400000,94
500000,120
700000,170
800000,200
1000000,262
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,0
1000,0
1000,0
5000,0
10000,2
12000,2
15000,2
17000,3
20000,3
30000,5
40000,8
50000,10
75000,16
100000,21
150000,33
200000,45
300000,70
400000,94
500000,120
700000,170
800000,196
1000000,248
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,0
1000,0
1000,0
5000,0
10000,1
12000,2
15000,2
17000,3
20000,3
30000,5
40000,8
50000,10
75000,16
100000,21
150000,33
200000,45
300000,70
400000,94
500000,120
700000,170
800000,196
1000000,248
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,1
1000,1
1000,1
5000,8
10000,16
12000,20
15000,24
17000,28
20000,33
30000,50
40000,68
50000,87
75000,127
100000,166
150000,257
200000,345
300000,528
400000,713
500000,904
700000,1222
800000,1357
1000000,1715
10,0
20,0
30,0
40,0
50,0
75,0
100,0
150,0
200,0
350,0
500,0
750,0
1000,0
1000,0
5000,0
10000,2
12000,2
15000,2
17000,3
20000,4
30000,5
40000,8
50000,10
75000,16
100000,21
150000,33
200000,45
300000,70
400000,94
500000,120
700000,170
800000,196
1000000,248
